name	scientific_name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
MVC469	Pantoea vagans	470934	S	9	9	18	0.0
MVC469	Oblitimonas alkaliphila	1697053	S	6	0	6	0.0
MVC469	Xenorhabdus bovienii	40576	S	6	0	6	0.0
MVC469	Shigella virus Sf6	10761	S	92	56	148	4e-05
MVC469	Kluyvera intermedia	61648	S	15	1	16	0.0
MVC469	Lelliottia amnigena	61646	S	52	1	53	1e-05
MVC469	Pluralibacter gergoviae	61647	S	31	0	31	1e-05
MVC469	Cronobacter universalis	535744	S	8	6	14	0.0
MVC469	Enterobacter asburiae	61645	S	42	14	56	1e-05
MVC469	Escherichia coli	562	S	2748149	1398387	4146536	0.9965200000000001
MVC469	Homo sapiens	9606	S	185	1	186	4e-05
MVC469	Citrobacter freundii complex sp. CFNIH3	2077147	S	14	36	50	1e-05
MVC469	Kosakonia sacchari	1158459	S	24	1	25	1e-05
MVC469	Serratia marcescens	615	S	6	4	10	0.0
MVC469	Erwinia billingiae	182337	S	4	2	6	0.0
MVC469	Enterobacter sp. R4-368	1166130	S	13	0	13	0.0
MVC469	Klebsiella sp. M5al	1934254	S	5	4	9	0.0
MVC469	Citrobacter braakii	57706	S	8	34	42	1e-05
MVC469	Leminorella richardii	158841	S	6	0	6	0.0
MVC469	Pantoea stewartii	66269	S	7	0	7	0.0
MVC469	Candidatus Hamiltonella defensa	138072	S	6	0	6	0.0
MVC469	Serratia fonticola	47917	S	7	0	7	0.0
MVC652	Escherichia marmotae	1499973	S	1093	163	1256	0.00039
MVC652	[Enterobacter] lignolyticus	1334193	S	44	1	45	1e-05
MVC652	Erwinia gerundensis	1619313	S	4	0	4	0.0
MVC652	Citrobacter sp. CRE-46	1703250	S	7	62	69	2e-05
MVC652	Citrobacter amalonaticus	35703	S	65	122	187	5.9999999999999995e-05
MVC652	Raoultella ornithinolytica	54291	S	44	116	160	5e-05
MVC652	Cronobacter condimenti	1163710	S	24	6	30	1e-05
MVC652	Enterobacter cloacae complex sp. FDA-CDC-AR_0164	2077136	S	4	8	12	0.0
MVC652	Lelliottia nimipressuralis	69220	S	14	6	20	1e-05
MVC652	Dickeya paradisiaca	69223	S	5	1	6	0.0
MVC652	Leclercia sp. LSNIH1	1920114	S	12	5	17	1e-05
MVC652	Leclercia sp. LSNIH3	1920116	S	5	13	18	1e-05
MVC652	Citrobacter freundii	546	S	58	255	313	0.0001
MVC652	Citrobacter koseri	545	S	422	64	486	0.00015
MVC652	Klebsiella aerogenes	548	S	135	16	151	5e-05
MVC652	Pseudomonas aeruginosa	287	S	8	4	12	0.0
MVC652	Salmonella bongori	54736	S	58	0	58	2e-05
MVC652	Salmonella enterica	28901	S	1539	77406	78945	0.02443
MVC652	Buchnera aphidicola	9	S	4	0	4	0.0
MVC652	Kosakonia cowanii	208223	S	47	1	48	1e-05
MVC652	Enterobacteriaceae bacterium w6	2282310	S	10	11	21	1e-05
MVC652	Serratia plymuthica	82996	S	7	4	11	0.0
MVC652	Brenneria sp. EniD312	598467	S	10	0	10	0.0
MVC652	Pantoea alhagi	1891675	S	5	0	5	0.0
MVC652	Klebsiella quasipneumoniae	1463165	S	62	91	153	5e-05
MVC652	Cedecea neteri	158822	S	67	3	70	2e-05
MVC652	Enterobacter sp. SA187	1914861	S	122	3	125	4e-05
MVC652	Enterobacter sp. FY-07	1692238	S	109	3	112	2.9999999999999997e-05
MVC652	Enterobacteriaceae bacterium w17	2282309	S	6	7	13	0.0
MVC652	Cronobacter malonaticus	413503	S	9	13	22	1e-05
MVC652	Cronobacter turicensis	413502	S	7	4	11	0.0
MVC652	Cronobacter muytjensii	413501	S	24	10	34	1e-05
MVC652	Enterobacter bugandensis	881260	S	11	3	14	0.0
MVC652	Plesiomonas shigelloides	703	S	5	0	5	0.0
MVC652	Leclercia adecarboxylata	83655	S	5	12	17	1e-05
MVC652	Enterobacter hormaechei	158836	S	57	97	154	5e-05
MVC652	Enterobacter sp. 638	399742	S	22	2	24	1e-05
MVC652	Bacillus cereus	1396	S	4	1	5	0.0
MVC652	Escherichia albertii	208962	S	2323	429	2752	0.00085
MVC652	Proteus mirabilis	584	S	23	0	23	1e-05
MVC652	Morganella morganii	582	S	4	0	4	0.0
MVC652	Klebsiella michiganensis	1134687	S	19	14	33	1e-05
MVC652	Pseudomonas putida	303	S	5	8	13	0.0
MVC652	Citrobacter sp. FDAARGOS_156	1702170	S	99	83	182	5.9999999999999995e-05
MVC652	Kosakonia oryzae	497725	S	97	47	144	4e-05
MVC652	Enterobacter sp. HK169	1868135	S	4	5	9	0.0
MVC652	Enterobacteriaceae bacterium strain FGI 57	693444	S	152	6	158	5e-05
MVC652	Staphylococcus saprophyticus	29385	S	6	0	6	0.0
MVC652	Klebsiella quasivariicola	2026240	S	13	3	16	0.0
MVC652	Shigella flexneri	623	S	862	3181	4043	0.00125
MVC652	Shigella dysenteriae	622	S	1272	4238	5510	0.0017
MVC652	Gibbsiella quercinecans	929813	S	14	0	14	0.0
MVC652	Klebsiella pneumoniae	573	S	9288	2483	11771	0.00364
MVC652	Klebsiella oxytoca	571	S	93	32	125	4e-05
MVC652	Lelliottia jeotgali	1907578	S	35	5	40	1e-05
MVC652	Raoultella planticola	575	S	15	5	20	1e-05
MVC652	Pseudomonas sp. UW4	1207075	S	6	0	6	0.0
MVC652	Lelliottia sp. WB101	2153385	S	45	7	52	2e-05
MVC652	Plautia stali symbiont	891974	S	23	0	23	1e-05
MVC652	Citrobacter freundii complex sp. CFNIH2	2066049	S	5	28	33	1e-05
MVC652	Cronobacter sakazakii	28141	S	39	41	80	2e-05
MVC652	Yersinia enterocolitica	630	S	17	1	18	1e-05
MVC652	Yersinia pestis	632	S	47	331	378	0.00011999999999999999
MVC652	Candidatus Sodalis pierantonius	1486991	S	7	2	9	0.0
MVC652	Edwardsiella tarda	636	S	5	7	12	0.0
MVC652	Chania multitudinisentens	1639108	S	8	0	8	0.0
MVC652	Escherichia coli	562	S	966075	2153073	3119148	0.96509
MVC652	Shimwellia blattae	563	S	98	1	99	2.9999999999999997e-05
MVC652	Escherichia fergusonii	564	S	558	215	773	0.00023999999999999998
MVC652	Enterobacter cloacae complex sp.	2027919	S	26	14	40	1e-05
MVC652	Streptomyces sp. ICC1	2099583	S	4	3	7	0.0
MVC652	Klebsiella variicola	244366	S	687	1242	1929	0.0006
MVC652	Vibrio nigripulchritudo	28173	S	4	1	5	0.0
MVC652	Cronobacter dublinensis	413497	S	108	50	158	5e-05
MVC652	Enterobacter cancerogenus	69218	S	17	1	18	1e-05
MVC652	Enterobacter roggenkampii	1812935	S	5	7	12	0.0
MVC652	Erwinia tasmaniensis	338565	S	4	3	7	0.0
MVC652	Enterobacteriaceae bacterium ENNIH1	2066051	S	95	26	121	4e-05
MVC652	Dickeya zeae	204042	S	9	12	21	1e-05
MVC652	Citrobacter farmeri	67824	S	48	30	78	2e-05
MVC652	Citrobacter rodentium	67825	S	158	17	175	5e-05
MVC652	Citrobacter werkmanii	67827	S	84	64	148	5e-05
MVC652	Pantoea sp. At-9b	592316	S	8	0	8	0.0
MVC652	Pectobacterium carotovorum	554	S	9	9	18	1e-05
MVC652	Enterobacter cloacae	550	S	125	169	294	9e-05
MVC652	Pantoea vagans	470934	S	13	7	20	1e-05
MVC652	Kluyvera intermedia	61648	S	10	2	12	0.0
MVC652	Lelliottia amnigena	61646	S	136	11	147	5e-05
MVC652	Pluralibacter gergoviae	61647	S	38	1	39	1e-05
MVC652	Cronobacter universalis	535744	S	12	15	27	1e-05
MVC652	Enterobacter asburiae	61645	S	61	31	92	2.9999999999999997e-05
MVC652	Kosakonia radicincitans	283686	S	4	5	9	0.0
MVC652	Rahnella sp. ERMR1:05	1805933	S	5	0	5	0.0
MVC652	Citrobacter freundii complex sp. CFNIH9	2077149	S	4	24	28	1e-05
MVC652	Homo sapiens	9606	S	88	2	90	2.9999999999999997e-05
MVC652	Citrobacter freundii complex sp. CFNIH3	2077147	S	12	46	58	2e-05
MVC652	Kosakonia sacchari	1158459	S	32	4	36	1e-05
MVC652	Serratia marcescens	615	S	18	5	23	1e-05
MVC652	Staphylococcus capitis	29388	S	7	1	8	0.0
MVC652	Citrobacter braakii	57706	S	14	87	101	2.9999999999999997e-05
MVC652	Staphylococcus aureus	1280	S	17	2	19	1e-05
MVC652	Pantoea stewartii	66269	S	4	0	4	0.0
MVC652	Candidatus Hamiltonella defensa	138072	S	4	1	5	0.0
MVC652	Enterobacter cloacae complex sp. ECNIH7	1915310	S	4	6	10	0.0
MVC652	Enterobacter sp. R4-368	1166130	S	16	2	18	1e-05
MVC55	Escherichia marmotae	1499973	S	1298	192	1490	0.00039
MVC55	[Enterobacter] lignolyticus	1334193	S	68	3	71	2e-05
MVC55	Candidatus Ishikawaella capsulata	168169	S	4	0	4	0.0
MVC55	Citrobacter sp. CRE-46	1703250	S	4	33	37	1e-05
MVC55	Citrobacter amalonaticus	35703	S	81	166	247	5.9999999999999995e-05
MVC55	Raoultella ornithinolytica	54291	S	136	185	321	8e-05
MVC55	Cronobacter condimenti	1163710	S	31	3	34	1e-05
MVC55	Lelliottia nimipressuralis	69220	S	17	7	24	1e-05
MVC55	Leclercia sp. LSNIH1	1920114	S	12	6	18	0.0
MVC55	Citrobacter freundii	546	S	69	278	347	9e-05
MVC55	Citrobacter sp. CFNIH10	1920110	S	4	59	63	2e-05
MVC55	Citrobacter koseri	545	S	372	56	428	0.00011
MVC55	Klebsiella aerogenes	548	S	252	30	282	7e-05
MVC55	Burkholderia dolosa	152500	S	5	18	23	1e-05
MVC55	Pseudomonas aeruginosa	287	S	10	1	11	0.0
MVC55	Salmonella bongori	54736	S	111	0	111	2.9999999999999997e-05
MVC55	Salmonella enterica	28901	S	1751	5805	7556	0.00199
MVC55	Buchnera aphidicola	9	S	6	0	6	0.0
MVC55	Enterobacter ludwigii	299767	S	5	10	15	0.0
MVC55	Kosakonia cowanii	208223	S	155	4	159	4e-05
MVC55	Enterobacteriaceae bacterium w6	2282310	S	10	12	22	1e-05
MVC55	Serratia plymuthica	82996	S	4	6	10	0.0
MVC55	Brenneria sp. EniD312	598467	S	6	1	7	0.0
MVC55	Kosakonia radicincitans	283686	S	4	8	12	0.0
MVC55	Pantoea alhagi	1891675	S	4	0	4	0.0
MVC55	Klebsiella quasipneumoniae	1463165	S	149	236	385	0.0001
MVC55	Cedecea neteri	158822	S	81	4	85	2e-05
MVC55	Pseudomonas fluorescens	294	S	4	9	13	0.0
MVC55	Enterobacter sp. SA187	1914861	S	148	4	152	4e-05
MVC55	Enterobacter sp. FY-07	1692238	S	49	1	50	1e-05
MVC55	secondary endosymbiont of Trabutina mannipara	1835721	S	4	0	4	0.0
MVC55	Enterobacteriaceae bacterium w17	2282309	S	9	12	21	1e-05
MVC55	Cronobacter malonaticus	413503	S	12	5	17	0.0
MVC55	Cronobacter turicensis	413502	S	13	3	16	0.0
MVC55	Cronobacter muytjensii	413501	S	19	2	21	1e-05
MVC55	Enterobacter bugandensis	881260	S	17	4	21	1e-05
MVC55	Pragia fontium	82985	S	4	0	4	0.0
MVC55	Leclercia adecarboxylata	83655	S	5	23	28	1e-05
MVC55	Enterobacter hormaechei	158836	S	126	138	264	7e-05
MVC55	Enterobacter sp. 638	399742	S	33	3	36	1e-05
MVC55	Escherichia albertii	208962	S	2016	380	2396	0.00063
MVC55	Rahnella aquatilis	34038	S	5	3	8	0.0
MVC55	Proteus mirabilis	584	S	27	1	28	1e-05
MVC55	Morganella morganii	582	S	23	1	24	1e-05
MVC55	Candidatus Fukatsuia symbiotica	1878942	S	4	1	5	0.0
MVC55	Klebsiella michiganensis	1134687	S	76	151	227	5.9999999999999995e-05
MVC55	Escherichia phage pro483	1649240	S	64	203	267	7e-05
MVC55	Citrobacter sp. FDAARGOS_156	1702170	S	141	111	252	7e-05
MVC55	Enterobacteria phage SfV	55884	S	80	182	262	7e-05
MVC55	Kosakonia oryzae	497725	S	108	60	168	4e-05
MVC55	Enterobacter sp. HK169	1868135	S	4	6	10	0.0
MVC55	Enterobacteriaceae bacterium strain FGI 57	693444	S	80	3	83	2e-05
MVC55	Klebsiella quasivariicola	2026240	S	14	3	17	0.0
MVC55	Shigella flexneri	623	S	542	2050	2592	0.0006799999999999999
MVC55	Shigella dysenteriae	622	S	1619	5522	7141	0.0018800000000000002
MVC55	Gibbsiella quercinecans	929813	S	10	0	10	0.0
MVC55	Shigella phage SfII	66284	S	206	1057	1263	0.00033
MVC55	Klebsiella pneumoniae	573	S	10480	3356	13836	0.00364
MVC55	Klebsiella oxytoca	571	S	63	27	90	2e-05
MVC55	Lelliottia jeotgali	1907578	S	33	5	38	1e-05
MVC55	Sodalis glossinidius	63612	S	4	0	4	0.0
MVC55	Raoultella planticola	575	S	25	6	31	1e-05
MVC55	Pantoea rwandensis	1076550	S	5	1	6	0.0
MVC55	Lelliottia sp. WB101	2153385	S	53	7	60	2e-05
MVC55	Pasteurella multocida	747	S	6	5	11	0.0
MVC55	Plautia stali symbiont	891974	S	20	0	20	1e-05
MVC55	Citrobacter freundii complex sp. CFNIH2	2066049	S	8	42	50	1e-05
MVC55	Cronobacter sakazakii	28141	S	27	23	50	1e-05
MVC55	Yersinia enterocolitica	630	S	10	1	11	0.0
MVC55	Hafnia alvei	569	S	7	5	12	0.0
MVC55	Yersinia pestis	632	S	32	414	446	0.00011999999999999999
MVC55	Candidatus Sodalis pierantonius	1486991	S	7	3	10	0.0
MVC55	Chania multitudinisentens	1639108	S	5	0	5	0.0
MVC55	Yersinia ruckeri	29486	S	4	1	5	0.0
MVC55	Shimwellia blattae	563	S	113	2	115	2.9999999999999997e-05
MVC55	Escherichia fergusonii	564	S	742	399	1141	0.0003
MVC55	Enterobacter cloacae complex sp.	2027919	S	17	10	27	1e-05
MVC55	Klebsiella variicola	244366	S	215	440	655	0.00016999999999999999
MVC55	Burkholderia thailandensis	57975	S	5	4	9	0.0
MVC55	Cronobacter dublinensis	413497	S	236	38	274	7e-05
MVC55	Enterobacter cancerogenus	69218	S	35	2	37	1e-05
MVC55	Enterobacter roggenkampii	1812935	S	16	24	40	1e-05
MVC55	Enterobacteriaceae bacterium ENNIH1	2066051	S	92	28	120	2.9999999999999997e-05
MVC55	Edwardsiella ictaluri	67780	S	6	10	16	0.0
MVC55	Dickeya zeae	204042	S	9	13	22	1e-05
MVC55	Citrobacter farmeri	67824	S	51	30	81	2e-05
MVC55	Citrobacter rodentium	67825	S	202	22	224	5.9999999999999995e-05
MVC55	Citrobacter werkmanii	67827	S	106	75	181	5e-05
MVC55	Pantoea sp. At-9b	592316	S	4	0	4	0.0
MVC55	Pectobacterium carotovorum	554	S	9	7	16	0.0
MVC55	Dickeya chrysanthemi	556	S	4	5	9	0.0
MVC55	Enterobacter cloacae	550	S	152	206	358	9e-05
MVC55	Pantoea ananatis	553	S	5	0	5	0.0
MVC55	Pantoea vagans	470934	S	14	15	29	1e-05
MVC55	Yersinia entomophaga	935293	S	4	0	4	0.0
MVC55	Tatumella citrea	53336	S	4	1	5	0.0
MVC55	Kluyvera intermedia	61648	S	31	9	40	1e-05
MVC55	Lelliottia amnigena	61646	S	71	5	76	2e-05
MVC55	Pluralibacter gergoviae	61647	S	53	2	55	1e-05
MVC55	Cronobacter universalis	535744	S	14	5	19	0.0
MVC55	Enterobacter asburiae	61645	S	59	17	76	2e-05
MVC55	Escherichia coli	562	S	1164779	2592485	3757264	0.9879399999999999
MVC55	Citrobacter freundii complex sp. CFNIH9	2077149	S	7	38	45	1e-05
MVC55	Homo sapiens	9606	S	91	1	92	2e-05
MVC55	Citrobacter freundii complex sp. CFNIH3	2077147	S	6	21	27	1e-05
MVC55	Kosakonia sacchari	1158459	S	36	5	41	1e-05
MVC55	Serratia marcescens	615	S	8	8	16	0.0
MVC55	Erwinia billingiae	182337	S	4	5	9	0.0
MVC55	Enterobacter sp. R4-368	1166130	S	27	3	30	1e-05
MVC55	Citrobacter braakii	57706	S	4	22	26	1e-05
MVC55	Staphylococcus aureus	1280	S	19	8	27	1e-05
MVC55	Candidatus Hamiltonella defensa	138072	S	4	0	4	0.0
MVC55	Enterobacter cloacae complex sp. ECNIH7	1915310	S	4	6	10	0.0
MVC55	Serratia fonticola	47917	S	5	0	5	0.0
MVC431	Photorhabdus thracensis	230089	S	57	4	61	1e-05
MVC431	Escherichia marmotae	1499973	S	3141	252	3393	0.00075
MVC431	[Enterobacter] lignolyticus	1334193	S	56	1	57	1e-05
MVC431	Erwinia gerundensis	1619313	S	9	0	9	0.0
MVC431	Citrobacter sp. CRE-46	1703250	S	8	34	42	1e-05
MVC431	Citrobacter amalonaticus	35703	S	57	61	118	2.9999999999999997e-05
MVC431	Raoultella ornithinolytica	54291	S	225	92	317	7e-05
MVC431	Cronobacter condimenti	1163710	S	24	1	25	1e-05
MVC431	Vibrio natriegens	691	S	18	0	18	0.0
MVC431	Lelliottia nimipressuralis	69220	S	13	1	14	0.0
MVC431	Dickeya paradisiaca	69223	S	5	0	5	0.0
MVC431	Photobacterium damselae	38293	S	5	3	8	0.0
MVC431	Leclercia sp. LSNIH1	1920114	S	8	1	9	0.0
MVC431	Leclercia sp. LSNIH3	1920116	S	7	12	19	0.0
MVC431	Citrobacter freundii	546	S	53	130	183	4e-05
MVC431	Citrobacter koseri	545	S	442	27	469	0.0001
MVC431	Klebsiella aerogenes	548	S	149	2	151	2.9999999999999997e-05
MVC431	Escherichia virus HK022	10742	S	112	179	291	5.9999999999999995e-05
MVC431	Salmonella bongori	54736	S	95	0	95	2e-05
MVC431	Lelliottia jeotgali	1907578	S	33	5	38	1e-05
MVC431	Salmonella enterica	28901	S	25647	5693	31340	0.00695
MVC431	Buchnera aphidicola	9	S	9	0	9	0.0
MVC431	Kosakonia cowanii	208223	S	41	0	41	1e-05
MVC431	Enterobacteriaceae bacterium w6	2282310	S	7	1	8	0.0
MVC431	Pseudomonas salegens	1434072	S	37	0	37	1e-05
MVC431	Serratia plymuthica	82996	S	9	9	18	0.0
MVC431	Brenneria sp. EniD312	598467	S	9	0	9	0.0
MVC431	Klebsiella quasipneumoniae	1463165	S	105	39	144	2.9999999999999997e-05
MVC431	Cedecea neteri	158822	S	123	1	124	2.9999999999999997e-05
MVC431	Salmonella virus HK620	155148	S	112	95	207	5e-05
MVC431	Enterobacter sp. SA187	1914861	S	119	1	120	2.9999999999999997e-05
MVC431	Enterobacter sp. FY-07	1692238	S	105	1	106	2e-05
MVC431	Enterobacteriaceae bacterium w17	2282309	S	74	23	97	2e-05
MVC431	Limnobaculum parvum	2172103	S	4	0	4	0.0
MVC431	Cronobacter malonaticus	413503	S	5	1	6	0.0
MVC431	Cronobacter turicensis	413502	S	13	1	14	0.0
MVC431	Cronobacter muytjensii	413501	S	78	6	84	2e-05
MVC431	Enterobacter bugandensis	881260	S	11	3	14	0.0
MVC431	Plesiomonas shigelloides	703	S	4	0	4	0.0
MVC431	Erwinia pyrifoliae	79967	S	327	10	337	7e-05
MVC431	Tatumella ptyseos	82987	S	4	0	4	0.0
MVC431	Leclercia adecarboxylata	83655	S	5	8	13	0.0
MVC431	Enterobacter hormaechei	158836	S	60	158	218	5e-05
MVC431	Enterobacter sp. 638	399742	S	30	0	30	1e-05
MVC431	Serratia sp. FGI94	671990	S	7	1	8	0.0
MVC431	Escherichia albertii	208962	S	11607	1421	13028	0.0028899999999999998
MVC431	Rahnella aquatilis	34038	S	6	20	26	1e-05
MVC431	Providencia rettgeri	587	S	6	3	9	0.0
MVC431	Proteus mirabilis	584	S	32	2	34	1e-05
MVC431	Morganella morganii	582	S	10	1	11	0.0
MVC431	Klebsiella michiganensis	1134687	S	56	6	62	1e-05
MVC431	Pseudomonas putida	303	S	4	6	10	0.0
MVC431	Citrobacter sp. FDAARGOS_156	1702170	S	1115	456	1571	0.00035
MVC431	Kosakonia oryzae	497725	S	104	41	145	2.9999999999999997e-05
MVC431	Cutibacterium acnes	1747	S	13	2	15	0.0
MVC431	Erwinia sp. Ejp617	215689	S	25	0	25	1e-05
MVC431	Enterobacteriaceae bacterium strain FGI 57	693444	S	59	0	59	1e-05
MVC431	Yersinia kristensenii	28152	S	4	0	4	0.0
MVC431	Shigella flexneri	623	S	1054	1040	2094	0.00045999999999999996
MVC431	Shigella dysenteriae	622	S	1574	1448	3022	0.00067
MVC431	Gibbsiella quercinecans	929813	S	13	0	13	0.0
MVC431	Klebsiella pneumoniae	573	S	12366	29438	41804	0.00927
MVC431	Klebsiella oxytoca	571	S	151	8	159	4e-05
MVC431	Enterobacter sp. E20	1560339	S	4	8	12	0.0
MVC431	Raoultella planticola	575	S	104	7	111	2e-05
MVC431	Serratia sp. YD25	1759437	S	5	0	5	0.0
MVC431	Pseudomonas sp. UW4	1207075	S	8	0	8	0.0
MVC431	Lelliottia sp. WB101	2153385	S	64	10	74	2e-05
MVC431	Plautia stali symbiont	891974	S	15	0	15	0.0
MVC431	Bacillus megaterium	1404	S	4	0	4	0.0
MVC431	Histophilus somni	731	S	4	1	5	0.0
MVC431	Citrobacter freundii complex sp. CFNIH2	2066049	S	6	16	22	0.0
MVC431	Cronobacter sakazakii	28141	S	36	44	80	2e-05
MVC431	Yersinia enterocolitica	630	S	8	1	9	0.0
MVC431	Yersinia pestis	632	S	5033	531	5564	0.00123
MVC431	Candidatus Sodalis pierantonius	1486991	S	7	1	8	0.0
MVC431	Chania multitudinisentens	1639108	S	4	0	4	0.0
MVC431	Escherichia coli	562	S	2785366	1607614	4392980	0.97409
MVC431	Shimwellia blattae	563	S	32	0	32	1e-05
MVC431	Escherichia fergusonii	564	S	3241	1045	4286	0.00095
MVC431	Enterobacter cloacae complex sp.	2027919	S	10	4	14	0.0
MVC431	Klebsiella variicola	244366	S	11	3	14	0.0
MVC431	[Mannheimia] succiniciproducens	157673	S	4	0	4	0.0
MVC431	Enterobacter sp. ODB01	1827481	S	4	16	20	0.0
MVC431	Cronobacter dublinensis	413497	S	59	4	63	1e-05
MVC431	Enterobacter cancerogenus	69218	S	140	5	145	2.9999999999999997e-05
MVC431	Enterobacter roggenkampii	1812935	S	4	3	7	0.0
MVC431	Enterobacteriaceae bacterium ENNIH1	2066051	S	14	1	15	0.0
MVC431	Edwardsiella ictaluri	67780	S	5	10	15	0.0
MVC431	Dickeya zeae	204042	S	272	69	341	8e-05
MVC431	Citrobacter farmeri	67824	S	388	112	500	0.00011
MVC431	Citrobacter rodentium	67825	S	278	11	289	5.9999999999999995e-05
MVC431	Serratia sp. ATCC 39006	104623	S	39	0	39	1e-05
MVC431	Citrobacter werkmanii	67827	S	99	36	135	2.9999999999999997e-05
MVC431	Pectobacterium carotovorum	554	S	429	8	437	0.0001
MVC431	Dickeya chrysanthemi	556	S	6	1	7	0.0
MVC431	Enterobacter cloacae	550	S	362	476	838	0.00018999999999999998
MVC431	Pantoea ananatis	553	S	22	0	22	0.0
MVC431	Xenorhabdus doucetiae	351671	S	7	1	8	0.0
MVC431	Pantoea vagans	470934	S	7	0	7	0.0
MVC431	Yersinia entomophaga	935293	S	4	0	4	0.0
MVC431	Enterococcus faecalis	1351	S	4	1	5	0.0
MVC431	Kluyvera intermedia	61648	S	35	3	38	1e-05
MVC431	Lelliottia amnigena	61646	S	142	5	147	2.9999999999999997e-05
MVC431	Pluralibacter gergoviae	61647	S	48	0	48	1e-05
MVC431	Cronobacter universalis	535744	S	10	2	12	0.0
MVC431	Enterobacter asburiae	61645	S	69	16	85	2e-05
MVC431	Kosakonia radicincitans	283686	S	100	109	209	5e-05
MVC431	Citrobacter freundii complex sp. CFNIH4	2077148	S	6	39	45	1e-05
MVC431	Homo sapiens	9606	S	125	0	125	2.9999999999999997e-05
MVC431	Enterobacteria phage Sf101	1524881	S	169	284	453	0.0001
MVC431	Citrobacter freundii complex sp. CFNIH3	2077147	S	13	27	40	1e-05
MVC431	Kosakonia sacchari	1158459	S	34	1	35	1e-05
MVC431	Serratia marcescens	615	S	9	3	12	0.0
MVC431	Erwinia billingiae	182337	S	6	0	6	0.0
MVC431	Enterobacter sp. R4-368	1166130	S	32	1	33	1e-05
MVC431	Pectobacterium atrosepticum	29471	S	54	0	54	1e-05
MVC431	Klebsiella quasivariicola	2026240	S	17	1	18	0.0
MVC431	Citrobacter braakii	57706	S	103	360	463	0.0001
MVC431	Staphylococcus aureus	1280	S	30	11	41	1e-05
MVC431	Staphylococcus haemolyticus	1283	S	41	5	46	1e-05
MVC431	Pantoea stewartii	66269	S	1187	20	1207	0.00027
MVC431	Candidatus Hamiltonella defensa	138072	S	4	2	6	0.0
MVC431	Enterobacter cloacae complex sp. ECNIH7	1915310	S	5	7	12	0.0
MVC431	Serratia fonticola	47917	S	96	0	96	2e-05
MVC278	Escherichia marmotae	1499973	S	769	48	817	0.00018
MVC278	[Enterobacter] lignolyticus	1334193	S	49	1	50	1e-05
MVC278	Citrobacter amalonaticus	35703	S	38	61	99	2e-05
MVC278	Raoultella ornithinolytica	54291	S	10800	644	11444	0.00252
MVC278	Cronobacter condimenti	1163710	S	21	0	21	0.0
MVC278	Lelliottia nimipressuralis	69220	S	7	0	7	0.0
MVC278	Photobacterium damselae	38293	S	4	0	4	0.0
MVC278	Leclercia sp. LSNIH1	1920114	S	6	10	16	0.0
MVC278	Citrobacter freundii	546	S	44	186	230	5e-05
MVC278	Citrobacter koseri	545	S	222	19	241	5e-05
MVC278	Klebsiella aerogenes	548	S	48	0	48	1e-05
MVC278	Pseudomonas aeruginosa	287	S	5	11	16	0.0
MVC278	Salmonella bongori	54736	S	44	0	44	1e-05
MVC278	Dickeya dadantii	204038	S	5	6	11	0.0
MVC278	Salmonella enterica	28901	S	10158	3781	13939	0.00307
MVC278	Kosakonia cowanii	208223	S	37	0	37	1e-05
MVC278	Enterobacteriaceae bacterium w6	2282310	S	4	4	8	0.0
MVC278	Enterobacteria phage mEp460	1147152	S	159	245	404	9e-05
MVC278	Serratia plymuthica	82996	S	9	5	14	0.0
MVC278	Brenneria sp. EniD312	598467	S	5	0	5	0.0
MVC278	Klebsiella quasipneumoniae	1463165	S	40	13	53	1e-05
MVC278	Cedecea neteri	158822	S	44	0	44	1e-05
MVC278	Enterobacter sp. SA187	1914861	S	91	1	92	2e-05
MVC278	Enterobacter sp. FY-07	1692238	S	35	0	35	1e-05
MVC278	Enterobacteriaceae bacterium w17	2282309	S	6	7	13	0.0
MVC278	Limnobaculum parvum	2172103	S	4	0	4	0.0
MVC278	Cronobacter turicensis	413502	S	4	0	4	0.0
MVC278	Cronobacter muytjensii	413501	S	7	0	7	0.0
MVC278	Enterobacter bugandensis	881260	S	4	1	5	0.0
MVC278	Erwinia pyrifoliae	79967	S	10	3	13	0.0
MVC278	Tatumella ptyseos	82987	S	5	1	6	0.0
MVC278	Enterobacter hormaechei	158836	S	39	158	197	4e-05
MVC278	Enterobacter sp. 638	399742	S	20	0	20	0.0
MVC278	Escherichia albertii	208962	S	4179	383	4562	0.00101
MVC278	Providencia rettgeri	587	S	4	0	4	0.0
MVC278	Proteus mirabilis	584	S	21	5	26	1e-05
MVC278	Candidatus Fukatsuia symbiotica	1878942	S	6	0	6	0.0
MVC278	Klebsiella michiganensis	1134687	S	7	0	7	0.0
MVC278	Citrobacter sp. FDAARGOS_156	1702170	S	134	88	222	5e-05
MVC278	Brenneria goodwinii	1109412	S	5	0	5	0.0
MVC278	Serratia liquefaciens	614	S	4	0	4	0.0
MVC278	Kosakonia oryzae	497725	S	48	36	84	2e-05
MVC278	Cutibacterium acnes	1747	S	6	2	8	0.0
MVC278	Enterobacteriaceae bacterium strain FGI 57	693444	S	58	0	58	1e-05
MVC278	Klebsiella quasivariicola	2026240	S	16	0	16	0.0
MVC278	Shigella flexneri	623	S	395	339	734	0.00016
