name	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
MVC761	4698318	80	58728.97	459902	208	0	0	259160	7	137148	12	47966	23
MVC763	5113632	136	37600.24	641768	203	0	0	147817	10	86205	19	35076	36
MVC771	5031948	86	58511.02	710358	201	0	0	325208	5	196757	9	77013	19
MVC773	5054748	99	51058.06	791335	202	0	0	426530	5	197046	8	72190	15
MVC777	4952511	108	45856.58	487779	211	0	0	137440	11	91843	20	43743	35
MVC778	4954699	107	46305.60	487779	211	0	0	137411	11	93023	20	43918	35
MVC779	5092931	153	33287.13	621754	201	0	0	325096	6	132396	12	41555	23
MVC780	5138981	103	49893.02	638437	202	0	0	361708	6	197043	9	106762	16
MVC785	4886769	91	53700.76	719237	208	0	0	537132	4	350574	6	86091	14
MVC786	5054888	119	42478.05	596545	202	0	0	363215	6	171010	10	70863	18
MVC788	4931718	95	51912.82	599016	200	0	0	192717	9	130696	15	48851	28
MVC793	4888667	64	76385.42	702249	202	0	0	293166	6	240940	9	56930	18
MVC794	5010568	71	70571.38	723865	202	0	0	217621	7	161098	12	85013	21
MVC795	4877503	100	48775.03	722061	207	0	0	259054	5	205451	10	94655	16
MVC799	5111675	73	70022.95	1266306	205	0	0	385408	4	307862	6	105539	13
MVC79	4997270	99	50477.47	643691	202	0	0	193216	8	131965	14	65335	25
MVC803	4882403	117	41729.94	568798	211	0	0	135732	10	93144	19	34962	35
MVC804	5202975	98	53091.58	724274	203	0	0	249090	7	113728	14	69649	25
MVC815	5079141	142	35768.60	340371	214	0	0	150021	11	105566	19	39113	34
MVC82	5003611	120	41696.76	516039	243	0	0	221229	8	123292	15	41375	29
MVC83	5162333	134	38524.87	650815	201	0	0	352571	6	295695	9	113775	15
MVC85	5121788	64	80027.94	700265	427	0	0	189415	8	129069	15	54255	26
MVC87	5077622	103	49297.30	623303	202	0	0	222776	7	159158	12	34369	22
MVC89	2611419	241	10835.76	41960	207	0	0	16598	53	11069	91	6958	151
MVC91	5145059	86	59826.27	863004	204	0	0	366371	5	198338	9	86033	17
MVC93	5027074	61	82411.05	1166798	205	0	0	426532	4	197043	7	105540	14
MVC94	5148247	94	54768.59	611451	202	0	0	385539	5	197043	9	105539	16
MVC95	5214757	151	34534.81	439978	203	0	0	278142	8	142472	13	52846	24
MVC98	4958441	205	24187.52	187604	295	0	0	42913	35	29980	62	13612	111
MVC99	5466408	283	19315.93	419752	202	0	0	173787	11	92510	19	17336	45
MVC9	5133772	175	29335.84	554662	206	0	0	311904	7	143014	12	37004	24
